	onset	duration	intensity	bodySite	temperature	condition	pretrial-jitter
0	2.767796800006181	5.012939699925482		Right Face	47.5	Experience Instruction	
1	12.814846399938688	12.965169080300257		Right Face	47.5	Experience Phase	5.0
2	32.78151030000299	5.016049760160968	36.60493827160494	Right Face	47.5	Intensity Rating	7.0
3	40.84011480002664	12.94842598005198		Right Face	47.5	Experience Phase	3.0
4	56.79996669990942	5.012708959868178	36.91358024691358	Right Face	47.5	Intensity Rating	3.0
5	68.85307419998571	12.956278480123729		Right Face	47.5	Experience Phase	7.0
6	84.81720419996418	5.0119540598243475	36.48148148148149	Right Face	47.5	Intensity Rating	3.0
7	96.85471599991433	12.970205819932744		Right Face	47.5	Experience Phase	7.0
8	114.83415220002644	5.01194866001606	36.358024691358025	Right Face	47.5	Intensity Rating	5.0
9	124.89085810002871	12.94828298012726		Right Face	47.5	Experience Phase	5.0
10	142.85099890013225	5.012026559794322	37.46913580246913	Right Face	47.5	Intensity Rating	5.0
11	152.9047212000005	12.954385980032384		Right Face	47.5	Experience Phase	5.0
12	170.86713210004382	5.013548959977925	36.11111111111111	Right Face	47.5	Intensity Rating	5.0
13	180.9437190000899	12.926775440108031		Right Face	47.5	Experience Phase	5.0
14	196.8841889000032	5.013196459738538	36.04938271604938	Right Face	47.5	Intensity Rating	3.0
15	208.9293623000849	12.955181720200926		Right Face	47.5	Experience Phase	7.0
16	228.89968360005878	5.016114359954372	35.49382716049383	Right Face	47.5	Intensity Rating	7.0
17	236.96866889996454	12.96103383996524		Right Face	47.5	Experience Phase	3.0
18	254.93323400011286	5.016104059992358	37.53086419753087	Right Face	47.5	Intensity Rating	5.0
19	265.0182094001211	12.92914880020544		Right Face	47.5	Experience Phase	5.0
20	280.95176380011253	5.01283586001955	38.39506172839506	Right Face	47.5	Intensity Rating	3.0
21	293.00528979999945	12.955588780110702		Right Face	47.5	Experience Phase	7.0
22	312.969343499979	5.011558359954506	39.1358024691358	Right Face	47.5	Intensity Rating	7.0
23	321.0252419000026	12.949469080194831		Right Face	47.5	Experience Phase	3.0
24	336.9852865000721	5.013397259870544	40.80246913580247	Right Face	47.5	Intensity Rating	3.0
25	349.0650869999081	12.920226339949295		Right Face	47.5	Experience Phase	7.0
26	369.0008720001206	5.016097359824926	41.85185185185185	Right Face	47.5	Intensity Rating	7.0
27	377.0369094000198	12.977176619926468		Right Face	47.5	Experience Phase	3.0
28	393.01920440001413	5.013167359866202	44.1358024691358	Right Face	47.5	Intensity Rating	3.0
29	405.0763383000158	12.965263480087742		Right Face	47.5	Experience Phase	7.0
30	421.05349850002676	5.011733959661797	43.888888888888886	Right Face	47.5	Intensity Rating	3.0
31	433.1087658999022	12.95099098002538		Right Face	47.5	Experience Phase	7.0
32	451.0698512000963	5.012880660127848	45.0	Right Face	47.5	Intensity Rating	5.0
33	Comfort Rating:	1.8518518518518334					
34	Valence Rating:	14.81481481481481					
35	Intensity Rating:	59.5679012345679					
36	Pain Avoidance Rating:	50.617283950617285					
37	Body Relaxation Rating:	50.0					
38	TaskAttention Rating:	66.11111111111111					
39	Boredom Rating:	34.135802469135804					
40	Pain Alertnessance Rating:	-7.037037037037038					
41	Positive Thoughts Rating:	21.35802469135804					
42	Negative Thoughts Rating:	-7.037037037037038					
43	Self-Thoughts Rating:	20.123456790123456					
44	Other People Thoughts Rating:	-7.407407407407405					
45	Clear and Vivid Imagery Rating:	62.71604938271605					
46	Presentness Thoughts Rating:	23.70370370370371					
