runSeq,trial_type,runLoop.thisRepN,runLoop.thisTrialN,runLoop.thisN,runLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Begin.started,Begin.stopped,BeginTask.keys,BeginTask.rt,BeginTask.started,BeginTask.stopped,BodySiteInstructionText.started,BodySiteImg.started,BodySiteImg.stopped,BodySiteInstructionRead.keys,BodySiteInstructionRead.rt,BodySiteInstructionRead.started,BodySiteInstructionRead.stopped,ImagineInstructionText.started,ImaginationInstructionRead.keys,ImaginationInstructionRead.rt,ImaginationInstructionRead.started,ImaginationInstructionRead.stopped,BodySiteCue.started,BodySiteCue.stopped,NonStimTrialText.started,NonStimTrialText.stopped,fix_cross.started,fix_cross.stopped,ValenceRating.response,ValenceRating.rt,ValenceRating.started,ValenceRating.stopped,IntensityRating.response,IntensityRating.rt,IntensityRating.started,IntensityRating.stopped,ComfortRating.response,ComfortRating.rt,ComfortRating.started,ComfortRating.stopped,EndingText.started,EndingText.stopped,ConfirmEnd.keys,ConfirmEnd.rt,ConfirmEnd.started,ConfirmEnd.stopped,subject number,gender,bodymap first- or second-half (1 or 2),session,handedness,scanner,date,psychopyVersion,expName,frameRate,body_site_order,
,,,,,,,,,,42.575384999858215,None,space,319.84667220013216,42.575384999858215,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,M,1,9,r,KB,2021_May_28_1146,2020.2.5,bodymapST1,59.98386437124616,"['Right Leg', 'Chest', 'Left Arm', 'Right Face']",
stimuli/orders/stimOrder5.xlsx,3,0,0,0,2,0,0,0,0,,,,,,,362.56798870000057,362.56798870000057,None,space,449.84687220002525,362.56798870000057,None,812.4384906999767,space,100.41688079992309,812.4384906999767,None,933.6728002999444,935.6729313998949,933.6728002999444,935.6729313998949,935.6561335998122,None,,,,,,,,,,,,,,,,,,,1,M,1,9,r,KB,2021_May_28_1146,2020.2.5,bodymapST1,59.98386437124616,"['Right Leg', 'Chest', 'Left Arm', 'Right Face']",
stimuli/orders/stimOrder5.xlsx,3,0,0,0,2,0,2,2,2,,,,,,,,,,,,,,,,,,,959.6566959000193,961.6566704998259,959.6566959000193,961.6566704998259,961.6397007999476,959.6566959000193,,,,,,,,,,,,,,,,,,,1,M,1,9,r,KB,2021_May_28_1146,2020.2.5,bodymapST1,59.98386437124616,"['Right Leg', 'Chest', 'Left Arm', 'Right Face']",
stimuli/orders/stimOrder5.xlsx,3,0,0,0,2,0,7,7,7,,,,,,,,,,,,,,,,,,,1024.6400515998248,1026.6405456999782,1024.6400515998248,1026.6405456999782,1026.6236067998689,1024.6400515998248,,,,,,,,,,,,,,,,,,,1,M,1,9,r,KB,2021_May_28_1146,2020.2.5,bodymapST1,59.98386437124616,"['Right Leg', 'Chest', 'Left Arm', 'Right Face']",
stimuli/orders/stimOrder5.xlsx,3,0,0,0,2,0,11,11,11,,,,,,,,,,,,,,,,,,,1076.6411104998551,1078.6409777998924,1076.6411104998551,1078.6409777998924,1078.6240222998895,1076.6411104998551,,,,,,,,,,,,,,,,,,,1,M,1,9,r,KB,2021_May_28_1146,2020.2.5,bodymapST1,59.98386437124616,"['Right Leg', 'Chest', 'Left Arm', 'Right Face']",
stimuli/orders/stimOrder5.xlsx,3,0,0,0,2,0,13,13,13,,,,,,,,,,,,,,,,,,,1102.624509199988,1104.6245211998466,1102.624509199988,1104.6245211998466,1104.6075939999428,1102.624509199988,,,,,,,,,,,,,,,,,,,1,M,1,9,r,KB,2021_May_28_1146,2020.2.5,bodymapST1,59.98386437124616,"['Right Leg', 'Chest', 'Left Arm', 'Right Face']",
stimuli/orders/stimOrder5.xlsx,3,0,0,0,2,0,16,16,16,,,,,,,,,,,,,,,,,,,1141.607938000001,1143.6082007000223,1141.607938000001,1143.6082007000223,1143.5912420998793,1141.607938000001,,,,,,,,,,,,,,,,,,,1,M,1,9,r,KB,2021_May_28_1146,2020.2.5,bodymapST1,59.98386437124616,"['Right Leg', 'Chest', 'Left Arm', 'Right Face']",
stimuli/orders/stimOrder5.xlsx,3,0,0,0,2,0,20,20,20,,,,,,,,,,,,,,,,,,,1193.591503799893,1195.5919772998895,1193.591503799893,1195.5919772998895,1195.5749456998892,1193.591503799893,,,,,,,,,,,,,,,,,,,1,M,1,9,r,KB,2021_May_28_1146,2020.2.5,bodymapST1,59.98386437124616,"['Right Leg', 'Chest', 'Left Arm', 'Right Face']",
stimuli/orders/stimOrder5.xlsx,3,0,0,0,2,0,25,25,25,,,,,,,,,,,,,,,,,,,1258.5755794998258,1260.5758892998565,1258.5755794998258,1260.5758892998565,1260.5589039998595,1258.5755794998258,,,,,,,,,,,,,,,,,,,1,M,1,9,r,KB,2021_May_28_1146,2020.2.5,bodymapST1,59.98386437124616,"['Right Leg', 'Chest', 'Left Arm', 'Right Face']",
stimuli/orders/stimOrder5.xlsx,3,0,0,0,2,0,31,31,31,,,,,,,,,,,,,,,,,,,1336.5597598999739,1338.5598893999122,1336.5597598999739,1338.5598893999122,1338.54288730002,1336.5597598999739,,,,,,,,,,,,,,,,,,,1,M,1,9,r,KB,2021_May_28_1146,2020.2.5,bodymapST1,59.98386437124616,"['Right Leg', 'Chest', 'Left Arm', 'Right Face']",
