	onset	duration	trial_type	body_site	temp
0	2.775966300163418	1.9833455001935363	3-cue	Left Leg	
1	4.759311800356954	11.010753092356026	3-trial	Left Leg	
2	15.75832760008052	13.011485549621284	1	Left Leg	45.5
3	28.758984900079668	1.9830203000456095	3-cue	Left Leg	
4	30.742005200125277	11.010676949750632	3-trial	Left Leg	
5	41.74213880021125	13.010913949925452	2	Left Leg	39.0
6	54.741773900110275	13.011862750165164	4		
7	67.74132570018992	13.012960450258106	1	Left Leg	45.5
8	80.74129580007866	13.01321614999324	4		
9	93.74198390031233	1.9830563003197312	3-cue	Left Leg	
10	95.72504020063207	11.012326349504292	3-trial	Left Leg	
11	106.72621530015022	13.010447949636728	1	Left Leg	45.5
12	119.72551570041105	13.012048249598593	4		
13	132.7253421000205	13.012608249671757	1	Left Leg	45.5
14	145.72619140008464	1.983031400013715	3-cue	Left Leg	
15	147.70922280009836	11.011425049975514	3-trial	Left Leg	
16	158.71021880023181	13.00995315052569	2	Left Leg	39.0
17	171.70996020035818	1.9829885000362992	3-cue	Left Leg	
18	173.69294870039448	11.010995949618518	3-trial	Left Leg	
19	184.69366600038484	13.010106049943715	4		
20	197.69278990011662	13.012059449218214	1	Left Leg	45.5
21	210.69280580012128	1.983046899549663	3-cue	Left Leg	
22	212.67585269967094	11.012531350366771	3-trial	Left Leg	
23	223.67769450042397	13.00935494992882	4		
24	236.67679220018908	13.01134184980765	2	Left Leg	39.0
25	249.67673840001225	13.011657149996608	4		
26	262.67750800028443	1.9830129002220929	3-cue	Left Leg	
27	264.6605209005065	11.010639749933034	3-trial	Left Leg	
28	275.66091029997915	13.010377650149167	2	Left Leg	39.0
29	288.66017620032653	13.012064449489117	4		
30	301.66040670033544	13.011808449402452	4		
31	314.66026070015505	13.012315749656409	2	Left Leg	39.0
32	327.6609550002031	1.9830249999649823	3-cue	Left Leg	
33	329.6439800001681	11.011451050173491	3-trial	Left Leg	
34	340.6443432001397	13.011234949808568	2	Left Leg	39.0
35	353.64408330013976	13.011939049698412	4		
36	366.6435565999709	13.013205249328166	2	Left Leg	39.0
37	379.6450800001621	13.010364949703217	4		
38	392.64468330005184	13.011370149906725	1	Left Leg	45.5
39	405.6454325001687	1.9830195000395179	3-cue	Left Leg	
40	407.6284520002082	11.010401949752122	3-trial	Left Leg	
41	418.62857020040974	13.01066204952076	1	Left Leg	45.5
42	431.62798360036686	1.9830159000121057	3-cue	Left Leg	
43	433.61099950037897	11.012362550012767	3-trial	Left Leg	
44	444.6130415000953	1.9830617997795343	3-cue	Left Leg	
45	446.5961032998748	11.009064849931747	3-trial	Left Leg	
46	457.5955619001761	13.01063005020842	1	Left Leg	45.5
47	470.595543500036	13.010872849728912	4		
48	483.59593329997733	13.010299250017852	4		
49	496.5948041002266	13.012758650351316	2	Left Leg	39.0
50	509.5952425003052	1.9830461000092328	3-cue	Left Leg	
51	511.5782886003144	11.012380549218506	3-trial	Left Leg	
52	Valence Rating:	-6.049382716049394			
53	Intensity Rating:	20.246913580246915			
54	Comfort Rating:	41.97530864197531			
