runSeq,trial_type,runLoop.thisRepN,runLoop.thisTrialN,runLoop.thisN,runLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Begin.started,Begin.stopped,BeginTask.keys,BeginTask.rt,BeginTask.started,BeginTask.stopped,BodySiteInstructionText.started,BodySiteImg.started,BodySiteImg.stopped,BodySiteInstructionRead.keys,BodySiteInstructionRead.rt,BodySiteInstructionRead.started,BodySiteInstructionRead.stopped,ImagineInstructionText.started,ImaginationInstructionRead.keys,ImaginationInstructionRead.rt,ImaginationInstructionRead.started,ImaginationInstructionRead.stopped,BodySiteCue.started,BodySiteCue.stopped,NonStimTrialText.started,NonStimTrialText.stopped,fix_cross.started,fix_cross.stopped,ValenceRating.response,ValenceRating.rt,ValenceRating.started,ValenceRating.stopped,IntensityRating.response,IntensityRating.rt,IntensityRating.started,IntensityRating.stopped,ComfortRating.response,ComfortRating.rt,ComfortRating.started,ComfortRating.stopped,subject number,gender,bodymap first- or second-half (1 or 2),session,handedness,scanner,date,psychopyVersion,expName,frameRate,body_site_order,
,,,,,,,,,,42.164706100011244,None,space,5.5218122999649495,42.164706100011244,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,M,1,5,R,CIB,2021_Aug_31_1521,2020.2.5,bodymapST1,59.99520037536077,"['Left Face', 'Right Arm', 'Chest', 'Left Arm']",
stimuli/orders/stimOrder2.xlsx,3,0,0,0,0,0,0,0,0,,,,,,,47.82334899995476,47.82334899995476,None,space,840.3035274001304,47.82334899995476,None,888.1633884999901,space,113.09151470009238,888.1633884999901,None,1025.6982259999495,1027.6978611999657,1025.6982259999495,1027.6978611999657,1027.681190499803,None,,,,,,,,,,,,,6,M,1,5,R,CIB,2021_Aug_31_1521,2020.2.5,bodymapST1,59.99520037536077,"['Left Face', 'Right Arm', 'Chest', 'Left Arm']",
stimuli/orders/stimOrder2.xlsx,3,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,1051.6817302999552,1053.6813955998514,1051.6817302999552,1053.6813955998514,1053.664732299978,1051.6817302999552,,,,,,,,,,,,,6,M,1,5,R,CIB,2021_Aug_31_1521,2020.2.5,bodymapST1,59.99520037536077,"['Left Face', 'Right Arm', 'Chest', 'Left Arm']",
stimuli/orders/stimOrder2.xlsx,3,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,1090.6653894998599,1092.6650419998914,1090.6653894998599,1092.6650419998914,1092.648369899951,1090.6653894998599,,,,,,,,,,,,,6,M,1,5,R,CIB,2021_Aug_31_1521,2020.2.5,bodymapST1,59.99520037536077,"['Left Face', 'Right Arm', 'Chest', 'Left Arm']",
stimuli/orders/stimOrder2.xlsx,3,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,1103.6484491999727,1105.6487475999165,1103.6484491999727,1105.6487475999165,1105.631709799869,1103.6484491999727,,,,,,,,,,,,,6,M,1,5,R,CIB,2021_Aug_31_1521,2020.2.5,bodymapST1,59.99520037536077,"['Left Face', 'Right Arm', 'Chest', 'Left Arm']",
stimuli/orders/stimOrder2.xlsx,3,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,1129.6323351999745,1131.6319079999812,1129.6323351999745,1131.6319079999812,1131.615362299839,1129.6323351999745,,,,,,,,,,,,,6,M,1,5,R,CIB,2021_Aug_31_1521,2020.2.5,bodymapST1,59.99520037536077,"['Left Face', 'Right Arm', 'Chest', 'Left Arm']",
stimuli/orders/stimOrder2.xlsx,3,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,1155.6159178998787,1157.6155738998204,1155.6159178998787,1157.6155738998204,1157.5989007998724,1155.6159178998787,,,,,,,,,,,,,6,M,1,5,R,CIB,2021_Aug_31_1521,2020.2.5,bodymapST1,59.99520037536077,"['Left Face', 'Right Arm', 'Chest', 'Left Arm']",
stimuli/orders/stimOrder2.xlsx,3,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,1194.5995587999932,1196.5992135999259,1194.5995587999932,1196.5992135999259,1196.582532600034,1194.5995587999932,,,,,,,,,,,,,6,M,1,5,R,CIB,2021_Aug_31_1521,2020.2.5,bodymapST1,59.99520037536077,"['Left Face', 'Right Arm', 'Chest', 'Left Arm']",
stimuli/orders/stimOrder2.xlsx,3,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,,,,,1220.5831114999019,1222.582752799848,1220.5831114999019,1222.582752799848,1222.5661001999397,1220.5831114999019,,,,,,,,,,,,,6,M,1,5,R,CIB,2021_Aug_31_1521,2020.2.5,bodymapST1,59.99520037536077,"['Left Face', 'Right Arm', 'Chest', 'Left Arm']",
stimuli/orders/stimOrder2.xlsx,3,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,,,,,1246.566638899967,1248.5663081998937,1246.566638899967,1248.5663081998937,1248.5496396999806,1246.566638899967,,,,,,,,,,,,,6,M,1,5,R,CIB,2021_Aug_31_1521,2020.2.5,bodymapST1,59.99520037536077,"['Left Face', 'Right Arm', 'Chest', 'Left Arm']",
stimuli/orders/stimOrder2.xlsx,3,0,0,0,0,0,22,22,22,,,,,,,,,,,,,,,,,,,1311.5504905998241,1313.5501549998298,1311.5504905998241,1313.5501549998298,1313.5334959998727,1311.5504905998241,,,,,,,,,,,,,6,M,1,5,R,CIB,2021_Aug_31_1521,2020.2.5,bodymapST1,59.99520037536077,"['Left Face', 'Right Arm', 'Chest', 'Left Arm']",
stimuli/orders/stimOrder2.xlsx,3,0,0,0,0,0,32,32,32,,,,,,,,,,,,,,,,,,,1441.5348726999946,1443.5345337998588,1441.5348726999946,1443.5345337998588,1443.517887499882,1441.5348726999946,,,,,,,,,,,,,6,M,1,5,R,CIB,2021_Aug_31_1521,2020.2.5,bodymapST1,59.99520037536077,"['Left Face', 'Right Arm', 'Chest', 'Left Arm']",
stimuli/orders/stimOrder2.xlsx,3,0,0,0,0,0,38,38,38,,,,,,,,,,,,,,,,,,,1519.5188362998888,1521.5184965999797,1519.5188362998888,1521.5184965999797,1521.5018306998536,1519.5188362998888,,,,,,,,,,,,,6,M,1,5,R,CIB,2021_Aug_31_1521,2020.2.5,bodymapST1,59.99520037536077,"['Left Face', 'Right Arm', 'Chest', 'Left Arm']",
stimuli/orders/stimOrder2.xlsx,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1532.502286999952,1532.502286999952,-16.913580246913583,1549.1572872702964,,,,,,,,,,,6,M,1,5,R,CIB,2021_Aug_31_1521,2020.2.5,bodymapST1,59.99520037536077,"['Left Face', 'Right Arm', 'Chest', 'Left Arm']",
stimuli/orders/stimOrder2.xlsx,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0131550298538059,None,34.5679012345679,1553.8904463702347,,,,,,,6,M,1,5,R,CIB,2021_Aug_31_1521,2020.2.5,bodymapST1,59.99520037536077,"['Left Face', 'Right Arm', 'Chest', 'Left Arm']",
stimuli/orders/stimOrder2.xlsx,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013271929929032922,None,63.88888888888889,1558.5237513701431,,,6,M,1,5,R,CIB,2021_Aug_31_1521,2020.2.5,bodymapST1,59.99520037536077,"['Left Face', 'Right Arm', 'Chest', 'Left Arm']",
stimuli/orders/stimOrder8.xlsx,3,0,1,1,3,0,0,0,0,,,,,,,1565.7354145999998,1565.7354145999998,None,space,204.7920746000018,1565.7354145999998,None,,,,,,1797.3374184998684,1799.3374270999338,1797.3374184998684,1799.3374270999338,1799.3207495999523,None,,,,,,,,,,,0.013438429916277528,None,6,M,1,5,R,CIB,2021_Aug_31_1521,2020.2.5,bodymapST1,59.99520037536077,"['Left Face', 'Right Arm', 'Chest', 'Left Arm']",
stimuli/orders/stimOrder8.xlsx,3,0,1,1,3,0,2,2,2,,,,,,,,,,,,,,,,,,,1823.321284199832,1825.3209539998788,1823.321284199832,1825.3209539998788,1825.3042896999978,1823.321284199832,,,,,,,,,,,,,6,M,1,5,R,CIB,2021_Aug_31_1521,2020.2.5,bodymapST1,59.99520037536077,"['Left Face', 'Right Arm', 'Chest', 'Left Arm']",
stimuli/orders/stimOrder8.xlsx,3,0,1,1,3,0,4,4,4,,,,,,,,,,,,,,,,,,,1849.304866499966,1851.3045055000111,1849.304866499966,1851.3045055000111,1851.2878246000037,1849.304866499966,,,,,,,,,,,,,6,M,1,5,R,CIB,2021_Aug_31_1521,2020.2.5,bodymapST1,59.99520037536077,"['Left Face', 'Right Arm', 'Chest', 'Left Arm']",
stimuli/orders/stimOrder8.xlsx,3,0,1,1,3,0,10,10,10,,,,,,,,,,,,,,,,,,,1927.2888154999819,1929.288476199843,1927.2888154999819,1929.288476199843,1929.271672999952,1927.2888154999819,,,,,,,,,,,,,6,M,1,5,R,CIB,2021_Aug_31_1521,2020.2.5,bodymapST1,59.99520037536077,"['Left Face', 'Right Arm', 'Chest', 'Left Arm']",
stimuli/orders/stimOrder8.xlsx,3,0,1,1,3,0,14,14,14,,,,,,,,,,,,,,,,,,,1979.272549299989,1981.2722217999399,1979.272549299989,1981.2722217999399,1981.255532299867,1979.272549299989,,,,,,,,,,,,,6,M,1,5,R,CIB,2021_Aug_31_1521,2020.2.5,bodymapST1,59.99520037536077,"['Left Face', 'Right Arm', 'Chest', 'Left Arm']",
stimuli/orders/stimOrder8.xlsx,3,0,1,1,3,0,16,16,16,,,,,,,,,,,,,,,,,,,2005.2560882999096,2007.255748399999,2005.2560882999096,2007.255748399999,2007.2390995998867,2005.2560882999096,,,,,,,,,,,,,6,M,1,5,R,CIB,2021_Aug_31_1521,2020.2.5,bodymapST1,59.99520037536077,"['Left Face', 'Right Arm', 'Chest', 'Left Arm']",
