runSeq,trial_type,runLoop.thisRepN,runLoop.thisTrialN,runLoop.thisN,runLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Begin.started,Begin.stopped,BeginTask.keys,BeginTask.rt,BeginTask.started,BeginTask.stopped,BodySiteInstructionText.started,BodySiteImg.started,BodySiteImg.stopped,BodySiteInstructionRead.keys,BodySiteInstructionRead.rt,BodySiteInstructionRead.started,BodySiteInstructionRead.stopped,ImagineInstructionText.started,ImaginationInstructionRead.keys,ImaginationInstructionRead.rt,ImaginationInstructionRead.started,ImaginationInstructionRead.stopped,BodySiteCue.started,BodySiteCue.stopped,NonStimTrialText.started,NonStimTrialText.stopped,fix_cross.started,fix_cross.stopped,ValenceRating.response,ValenceRating.rt,ValenceRating.started,ValenceRating.stopped,IntensityRating.response,IntensityRating.rt,IntensityRating.started,IntensityRating.stopped,ComfortRating.response,ComfortRating.rt,ComfortRating.started,ComfortRating.stopped,EndingText.started,EndingText.stopped,ConfirmEnd.keys,ConfirmEnd.rt,ConfirmEnd.started,ConfirmEnd.stopped,subject number,gender,bodymap first- or second-half (1 or 2),session,handedness,scanner,date,psychopyVersion,expName,frameRate,body_site_order,
,,,,,,,,,,26.867832899995847,None,space,2.2857357999891974,26.867832899995847,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,F,2,03,R,MH,2022_Sep_16_1157,2020.2.5,bodymapST2,59.9918531036778,"['Right Leg', 'Abdomen', 'Right Arm', 'Chest']",
stimuli/orders/stimOrder13.xlsx,3,0,0,0,2,0,0,0,0,,,,,,,29.28607770000235,29.28607770000235,None,space,208.1874744000088,29.28607770000235,None,237.5050017000176,space,91.408734800003,237.5050017000176,None,349.42243920001783,351.42270379999536,349.42243920001783,351.42270379999536,351.4057437000156,None,,,,,,,,,,,,,,,,,,,9,F,2,03,R,MH,2022_Sep_16_1157,2020.2.5,bodymapST2,59.9918531036778,"['Right Leg', 'Abdomen', 'Right Arm', 'Chest']",
stimuli/orders/stimOrder13.xlsx,3,0,0,0,2,0,5,5,5,,,,,,,,,,,,,,,,,,,414.4066470999969,416.40661649999674,414.4066470999969,416.40661649999674,416.38968670001486,414.4066470999969,,,,,,,,,,,,,,,,,,,9,F,2,03,R,MH,2022_Sep_16_1157,2020.2.5,bodymapST2,59.9918531036778,"['Right Leg', 'Abdomen', 'Right Arm', 'Chest']",
stimuli/orders/stimOrder13.xlsx,3,0,0,0,2,0,10,10,10,,,,,,,,,,,,,,,,,,,479.3905539000116,481.39055189999635,479.3905539000116,481.39055189999635,481.3736336000147,479.3905539000116,,,,,,,,,,,,,,,,,,,9,F,2,03,R,MH,2022_Sep_16_1157,2020.2.5,bodymapST2,59.9918531036778,"['Right Leg', 'Abdomen', 'Right Arm', 'Chest']",
stimuli/orders/stimOrder13.xlsx,3,0,0,0,2,0,14,14,14,,,,,,,,,,,,,,,,,,,531.3740719000052,533.3743466000014,531.3740719000052,533.3743466000014,533.3574764000077,531.3740719000052,,,,,,,,,,,,,,,,,,,9,F,2,03,R,MH,2022_Sep_16_1157,2020.2.5,bodymapST2,59.9918531036778,"['Right Leg', 'Abdomen', 'Right Arm', 'Chest']",
stimuli/orders/stimOrder13.xlsx,3,0,0,0,2,0,16,16,16,,,,,,,,,,,,,,,,,,,557.3579384000041,559.35802840002,557.3579384000041,559.35802840002,559.34104140001,557.3579384000041,,,,,,,,,,,,,,,,,,,9,F,2,03,R,MH,2022_Sep_16_1157,2020.2.5,bodymapST2,59.9918531036778,"['Right Leg', 'Abdomen', 'Right Arm', 'Chest']",
stimuli/orders/stimOrder13.xlsx,3,0,0,0,2,0,18,18,18,,,,,,,,,,,,,,,,,,,583.341347700014,585.3415489000035,583.341347700014,585.3415489000035,585.3246328000096,583.341347700014,,,,,,,,,,,,,,,,,,,9,F,2,03,R,MH,2022_Sep_16_1157,2020.2.5,bodymapST2,59.9918531036778,"['Right Leg', 'Abdomen', 'Right Arm', 'Chest']",
stimuli/orders/stimOrder13.xlsx,3,0,0,0,2,0,19,19,19,,,,,,,,,,,,,,,,,,,596.3248539000051,598.324989100016,596.3248539000051,598.324989100016,598.3080878000183,596.3248539000051,,,,,,,,,,,,,,,,,,,9,F,2,03,R,MH,2022_Sep_16_1157,2020.2.5,bodymapST2,59.9918531036778,"['Right Leg', 'Abdomen', 'Right Arm', 'Chest']",
stimuli/orders/stimOrder13.xlsx,3,0,0,0,2,0,21,21,21,,,,,,,,,,,,,,,,,,,622.3094608999963,624.3249531000038,622.3094608999963,624.3249531000038,624.2916682000214,622.3094608999963,,,,,,,,,,,,,,,,,,,9,F,2,03,R,MH,2022_Sep_16_1157,2020.2.5,bodymapST2,59.9918531036778,"['Right Leg', 'Abdomen', 'Right Arm', 'Chest']",
stimuli/orders/stimOrder13.xlsx,3,0,0,0,2,0,22,22,22,,,,,,,,,,,,,,,,,,,635.2929548000102,637.3085660999932,635.2929548000102,637.3085660999932,637.2751259999932,635.2929548000102,,,,,,,,,,,,,,,,,,,9,F,2,03,R,MH,2022_Sep_16_1157,2020.2.5,bodymapST2,59.9918531036778,"['Right Leg', 'Abdomen', 'Right Arm', 'Chest']",
stimuli/orders/stimOrder13.xlsx,3,0,0,0,2,0,24,24,24,,,,,,,,,,,,,,,,,,,661.2755755000107,663.2756151000212,661.2755755000107,663.2756151000212,663.2587171000196,661.2755755000107,,,,,,,,,,,,,,,,,,,9,F,2,03,R,MH,2022_Sep_16_1157,2020.2.5,bodymapST2,59.9918531036778,"['Right Leg', 'Abdomen', 'Right Arm', 'Chest']",
stimuli/orders/stimOrder13.xlsx,3,0,0,0,2,0,26,26,26,,,,,,,,,,,,,,,,,,,687.2592349000042,689.2592221999948,687.2592349000042,689.2592221999948,689.2423008000187,687.2592349000042,,,,,,,,,,,,,,,,,,,9,F,2,03,R,MH,2022_Sep_16_1157,2020.2.5,bodymapST2,59.9918531036778,"['Right Leg', 'Abdomen', 'Right Arm', 'Chest']",
stimuli/orders/stimOrder13.xlsx,3,0,0,0,2,0,35,35,35,,,,,,,,,,,,,,,,,,,804.2435203000205,806.2436687000154,804.2435203000205,806.2436687000154,806.2267543000053,804.2435203000205,,,,,,,,,,,,,,,,,,,9,F,2,03,R,MH,2022_Sep_16_1157,2020.2.5,bodymapST2,59.9918531036778,"['Right Leg', 'Abdomen', 'Right Arm', 'Chest']",
stimuli/orders/stimOrder13.xlsx,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,856.2272354000015,856.2272354000015,-19.506172839506164,873.1415630700067,,,,,,,,,,,,,,,,,9,F,2,03,R,MH,2022_Sep_16_1157,2020.2.5,bodymapST2,59.9918531036778,"['Right Leg', 'Abdomen', 'Right Arm', 'Chest']",
stimuli/orders/stimOrder13.xlsx,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013243030000012368,10.00993262999691,34.25925925925925,883.1409869700437,,,,,,,,,,,,,9,F,2,03,R,MH,2022_Sep_16_1157,2020.2.5,bodymapST2,59.9918531036778,"['Right Leg', 'Abdomen', 'Right Arm', 'Chest']",
stimuli/orders/stimOrder13.xlsx,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013892429968109354,10.011104629957117,39.1358024691358,893.1411665700143,,,,,,,,,9,F,2,03,R,MH,2022_Sep_16_1157,2020.2.5,bodymapST2,59.9918531036778,"['Right Leg', 'Abdomen', 'Right Arm', 'Chest']",
stimuli/orders/stimOrder11.xlsx,3,0,1,1,1,0,0,0,0,,,,,,,927.1115061000164,927.1115061000164,None,space,168.49894779999158,927.1115061000164,None,,,,,,1111.9297540000116,1113.9299961000215,1111.9297540000116,1113.9299961000215,1113.913343399996,None,,,,,,,,,,,0.013831930002197623,10.011120330018457,,,,,,,9,F,2,03,R,MH,2022_Sep_16_1157,2020.2.5,bodymapST2,59.9918531036778,"['Right Leg', 'Abdomen', 'Right Arm', 'Chest']",
stimuli/orders/stimOrder11.xlsx,3,0,1,1,1,0,3,3,3,,,,,,,,,,,,,,,,,,,1150.9141303000215,1152.913748699997,1150.9141303000215,1152.913748699997,1152.8967968999932,1150.9141303000215,,,,,,,,,,,,,,,,,,,9,F,2,03,R,MH,2022_Sep_16_1157,2020.2.5,bodymapST2,59.9918531036778,"['Right Leg', 'Abdomen', 'Right Arm', 'Chest']",
stimuli/orders/stimOrder11.xlsx,3,0,1,1,1,0,14,14,14,,,,,,,,,,,,,,,,,,,1293.8979425000143,1295.8984293999965,1293.8979425000143,1295.8984293999965,1295.881527599995,1293.8979425000143,,,,,,,,,,,,,,,,,,,9,F,2,03,R,MH,2022_Sep_16_1157,2020.2.5,bodymapST2,59.9918531036778,"['Right Leg', 'Abdomen', 'Right Arm', 'Chest']",
stimuli/orders/stimOrder11.xlsx,3,0,1,1,1,0,15,15,15,,,,,,,,,,,,,,,,,,,1306.8818897000165,1308.8818530999997,1306.8818897000165,1308.8818530999997,1308.8649748000025,1306.8818897000165,,,,,,,,,,,,,,,,,,,9,F,2,03,R,MH,2022_Sep_16_1157,2020.2.5,bodymapST2,59.9918531036778,"['Right Leg', 'Abdomen', 'Right Arm', 'Chest']",
stimuli/orders/stimOrder11.xlsx,3,0,1,1,1,0,19,19,19,,,,,,,,,,,,,,,,,,,1358.8655120000185,1360.8657913000206,1358.8655120000185,1360.8657913000206,1360.8488329999964,1358.8655120000185,,,,,,,,,,,,,,,,,,,9,F,2,03,R,MH,2022_Sep_16_1157,2020.2.5,bodymapST2,59.9918531036778,"['Right Leg', 'Abdomen', 'Right Arm', 'Chest']",
stimuli/orders/stimOrder11.xlsx,3,0,1,1,1,0,21,21,21,,,,,,,,,,,,,,,,,,,1384.8493472000118,1386.8493046000076,1384.8493472000118,1386.8493046000076,1386.8324129999964,1384.8493472000118,,,,,,,,,,,,,,,,,,,9,F,2,03,R,MH,2022_Sep_16_1157,2020.2.5,bodymapST2,59.9918531036778,"['Right Leg', 'Abdomen', 'Right Arm', 'Chest']",
stimuli/orders/stimOrder11.xlsx,3,0,1,1,1,0,28,28,28,,,,,,,,,,,,,,,,,,,1475.8334521999932,1477.8335691000102,1475.8334521999932,1477.8335691000102,1477.8166346999933,1475.8334521999932,,,,,,,,,,,,,,,,,,,9,F,2,03,R,MH,2022_Sep_16_1157,2020.2.5,bodymapST2,59.9918531036778,"['Right Leg', 'Abdomen', 'Right Arm', 'Chest']",
