runSeq,trial_type,runLoop.thisRepN,runLoop.thisTrialN,runLoop.thisN,runLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Begin.started,Begin.stopped,BeginTask.keys,BeginTask.rt,BeginTask.started,BeginTask.stopped,BodySiteInstructionText.started,BodySiteImg.started,BodySiteImg.stopped,BodySiteInstructionRead.keys,BodySiteInstructionRead.rt,BodySiteInstructionRead.started,BodySiteInstructionRead.stopped,ImagineInstructionText.started,ImaginationInstructionRead.keys,ImaginationInstructionRead.rt,ImaginationInstructionRead.started,ImaginationInstructionRead.stopped,BodySiteCue.started,BodySiteCue.stopped,NonStimTrialText.started,NonStimTrialText.stopped,fix_cross.started,fix_cross.stopped,ValenceRating.response,ValenceRating.rt,ValenceRating.started,ValenceRating.stopped,IntensityRating.response,IntensityRating.rt,IntensityRating.started,IntensityRating.stopped,ComfortRating.response,ComfortRating.rt,ComfortRating.started,ComfortRating.stopped,subject number,gender,bodymap first- or second-half (1 or 2),session,handedness,scanner,date,psychopyVersion,expName,frameRate,body_site_order,
,,,,,,,,,,25.787095200001204,None,space,1.1827298999996856,25.787095200001204,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,M,1,10,r,CIB,2021_Jul_15_1354,2020.2.5,bodymapST1,59.99174513499544,"['Right Leg', 'Left Leg', 'Chest', 'Left Face']",
stimuli/orders/stimOrder6.xlsx,3,0,0,0,2,0,0,0,0,,,,,,,27.096562099999574,27.096562099999574,None,space,2.8490641999960644,27.096562099999574,None,29.98067550000269,space,1.405321999998705,29.98067550000269,None,93.13091929999791,95.13123469999846,93.13091929999791,95.13123469999846,95.11428010000236,None,,,,,,,,,,,,,2,M,1,10,r,CIB,2021_Jul_15_1354,2020.2.5,bodymapST1,59.99174513499544,"['Right Leg', 'Left Leg', 'Chest', 'Left Face']",
stimuli/orders/stimOrder6.xlsx,3,0,0,0,2,0,2,2,2,,,,,,,,,,,,,,,,,,,119.11474230000022,121.11476519999997,119.11474230000022,121.11476519999997,121.09780229999888,119.11474230000022,,,,,,,,,,,,,2,M,1,10,r,CIB,2021_Jul_15_1354,2020.2.5,bodymapST1,59.99174513499544,"['Right Leg', 'Left Leg', 'Chest', 'Left Face']",
stimuli/orders/stimOrder6.xlsx,3,0,0,0,2,0,5,5,5,,,,,,,,,,,,,,,,,,,158.09790290000092,160.09840850000182,158.09790290000092,160.09840850000182,160.0814038000026,158.09790290000092,,,,,,,,,,,,,2,M,1,10,r,CIB,2021_Jul_15_1354,2020.2.5,bodymapST1,59.99174513499544,"['Right Leg', 'Left Leg', 'Chest', 'Left Face']",
stimuli/orders/stimOrder6.xlsx,3,0,0,0,2,0,6,6,6,,,,,,,,,,,,,,,,,,,171.08131709999725,173.08184790000087,171.08131709999725,173.08184790000087,173.06484769999952,171.08131709999725,,,,,,,,,,,,,2,M,1,10,r,CIB,2021_Jul_15_1354,2020.2.5,bodymapST1,59.99174513499544,"['Right Leg', 'Left Leg', 'Chest', 'Left Face']",
stimuli/orders/stimOrder6.xlsx,3,0,0,0,2,0,8,8,8,,,,,,,,,,,,,,,,,,,197.06525439999677,199.06529530000262,197.06525439999677,199.06529530000262,199.048358,197.06525439999677,,,,,,,,,,,,,2,M,1,10,r,CIB,2021_Jul_15_1354,2020.2.5,bodymapST1,59.99174513499544,"['Right Leg', 'Left Leg', 'Chest', 'Left Face']",
stimuli/orders/stimOrder6.xlsx,3,0,0,0,2,0,10,10,10,,,,,,,,,,,,,,,,,,,223.04888629999914,225.0488891999994,223.04888629999914,225.0488891999994,225.03189479999855,223.04888629999914,,,,,,,,,,,,,2,M,1,10,r,CIB,2021_Jul_15_1354,2020.2.5,bodymapST1,59.99174513499544,"['Right Leg', 'Left Leg', 'Chest', 'Left Face']",
stimuli/orders/stimOrder6.xlsx,3,0,0,0,2,0,13,13,13,,,,,,,,,,,,,,,,,,,262.032512400001,264.03247679999913,262.032512400001,264.03247679999913,264.0155405999976,262.032512400001,,,,,,,,,,,,,2,M,1,10,r,CIB,2021_Jul_15_1354,2020.2.5,bodymapST1,59.99174513499544,"['Right Leg', 'Left Leg', 'Chest', 'Left Face']",
stimuli/orders/stimOrder6.xlsx,3,0,0,0,2,0,15,15,15,,,,,,,,,,,,,,,,,,,288.0160536999974,290.0160182000036,288.0160536999974,290.0160182000036,289.9989398999969,288.0160536999974,,,,,,,,,,,,,2,M,1,10,r,CIB,2021_Jul_15_1354,2020.2.5,bodymapST1,59.99174513499544,"['Right Leg', 'Left Leg', 'Chest', 'Left Face']",
stimuli/orders/stimOrder6.xlsx,3,0,0,0,2,0,17,17,17,,,,,,,,,,,,,,,,,,,313.9995689999996,315.9995263000019,313.9995689999996,315.9995263000019,315.98257849999936,313.9995689999996,,,,,,,,,,,,,2,M,1,10,r,CIB,2021_Jul_15_1354,2020.2.5,bodymapST1,59.99174513499544,"['Right Leg', 'Left Leg', 'Chest', 'Left Face']",
