	onset	duration	value	bodySite	temperature	condition	keys	rt	phase	biopacCode	biopac_channel
0	0.015800300054252148	5.017611066694371		Right Leg	48.5	Instructions			Control		198.0
1	5.064885700005107	1.016147333313711		Right Leg	48.5	Pre-Jitter			Control		8.0
2	6.098599200020544	1.0141990332631394		Right Leg	48.5	Control Heat 			Control		22.0
3	7.116726000094786	1.0321659332839772		Right Leg	48.5	Post-Jitter			Control		9.0
4	8.198936100001447	45.67395300010685	-1	Right Leg	48.5	PainBinary		45.66967003326863	Control		
5	8.852430200087838	46.30401590000838	68	Right Leg	48.5	IntensityRating		46.29391719994601	Control		
6	9.478591400082223	46.9289931000676	26	Right Leg	48.5	ComfortRating		46.913749500061385	Control		
7	10.125507400021888	47.58701410004869	-29	Right Leg	48.5	ValenceRating		47.57834023330361	Control		
8	10.766071900026873	48.226755000068806	33	Right Leg	48.5	IntensityRating		48.217752199969254	Control		
9	11.398832000093535	48.87456710007973	6	Right Leg	48.5	AvoidanceRating		48.85679699992761	Control		
10	12.060831400100142	49.50906050007325	-68	Right Leg	48.5	RelaxationRating		49.49049073329661	Control		
11	12.707967600086704	50.19185040006414	-97	Right Leg	48.5	AttentionRating		50.1851381334709	Control		
12	13.359189800103195	50.82814880006481	19	Right Leg	48.5	BoredomRating		50.823368466692045	Control		
13	14.012243200093508	51.4958066000836	70	Right Leg	48.5	AlertnessRating		51.491246800054796	Control		
14	14.673782600089908	52.14001770003233	-97	Right Leg	48.5	PosThxRating		52.12865790002979	Control		
15	15.331059100106359	52.80547900008969	53	Right Leg	48.5	NegThxRating		52.7918720333837	Control		
16	15.972576400032267	53.43149000010453	7	Right Leg	48.5	SelfRating		53.42601416679099	Control		
17	16.606993600027636	54.06161740003154	-32	Right Leg	48.5	OtherRating		54.04836910008453	Control		
18	17.246483499999158	54.70861270010937	-7	Right Leg	48.5	ImageryRating		54.704753300058655	Control		
19	17.907107300008647	55.37654300010763	15	Right Leg	48.5	PresentRating		55.36930533335544	Control		
