	onset	duration	intensity	bodySite	temperature	condition	pretrial-jitter
0	2.764486800006125	5.020043999975314		Left Arm	46.0	Post-Regulated Experience Instruction	
1	10.784643899998628	12.999956450017635		Left Arm	46.0	Post-Regulated Experience Phase	3.0
2	30.785199599980842	5.0162557500298135	33.395061728395056	Left Arm	46.0	Intensity Rating	7.0
3	38.78628380000009	13.013688949984498		Left Arm	46.0	Post-Regulated Experience Phase	3.0
4	56.78668649998144	5.01368745000218	37.28395061728395	Left Arm	46.0	Intensity Rating	5.0
5	66.78633109998191	13.014229250024073		Left Arm	46.0	Post-Regulated Experience Phase	5.0
6	82.7876857999945	5.012043350026943	0.0	Left Arm	46.0	Intensity Rating	3.0
7	94.78733999998076	13.012652450008318		Left Arm	46.0	Post-Regulated Experience Phase	7.0
8	114.7877862000023	5.012576850043843	0.0	Left Arm	46.0	Intensity Rating	7.0
9	122.78734209999675	13.013145050004823		Left Arm	46.0	Post-Regulated Experience Phase	3.0
10	138.78771720000077	5.013062049984001	0.0	Left Arm	46.0	Intensity Rating	3.0
11	150.78731339998194	13.013701750023756		Left Arm	46.0	Post-Regulated Experience Phase	7.0
12	166.78773049998563	5.013519450003514	0.0	Left Arm	46.0	Intensity Rating	3.0
13	178.78732119998313	13.01416854999843		Left Arm	46.0	Post-Regulated Experience Phase	7.0
14	196.78874329998507	5.011961150012212	0.0	Left Arm	46.0	Intensity Rating	5.0
15	206.78835839999374	13.012559150025481		Left Arm	46.0	Post-Regulated Experience Phase	5.0
16	226.78872650000267	5.012403649976477	0.0	Left Arm	46.0	Intensity Rating	7.0
17	Comfort Rating:	41.111111111111114					
18	Valence Rating:	-100.0					
19	Intensity Rating:	0.0					
20	Pain Avoidance Rating:	2.592592592592591					
21	Body Relaxation Rating:	72.09876543209876					
22	TaskAttention Rating:	14.135802469135802					
23	Pain Boredomance Rating:	93.58024691358024					
24	Pain Alertnessance Rating:	-42.222222222222214					
25	Positive Thoughts Rating:	-22.222222222222214					
26	Negative Thoughts Rating:	19.75308641975309					
27	Self-Thoughts Rating:	100.0					
28	Other People Thoughts Rating:	-52.22222222222222					
29	Clear and Vivid Imagery Rating:	29.012345679012356					
30	Presentness Thoughts Rating:	100.0					
