runSeq,trial_type,runLoop.thisRepN,runLoop.thisTrialN,runLoop.thisN,runLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Begin.started,Begin.stopped,BeginTask.keys,BeginTask.rt,BeginTask.started,BeginTask.stopped,BodySiteInstructionText.started,BodySiteImg.started,BodySiteImg.stopped,BodySiteInstructionRead.keys,BodySiteInstructionRead.rt,BodySiteInstructionRead.started,BodySiteInstructionRead.stopped,ImagineInstructionText.started,ImaginationInstructionRead.keys,ImaginationInstructionRead.rt,ImaginationInstructionRead.started,ImaginationInstructionRead.stopped,BodySiteCue.started,BodySiteCue.stopped,NonStimTrialText.started,NonStimTrialText.stopped,fix_cross.started,fix_cross.stopped,ValenceRating.response,ValenceRating.rt,ValenceRating.started,ValenceRating.stopped,IntensityRating.response,IntensityRating.rt,IntensityRating.started,IntensityRating.stopped,ComfortRating.response,ComfortRating.rt,ComfortRating.started,ComfortRating.stopped,subject number,gender,bodymap first- or second-half (1 or 2),session,handedness,scanner,date,psychopyVersion,expName,frameRate,body_site_order,
,,,,,,,,,,86.28485829988495,None,space,1.650876399828121,86.28485829988495,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,M,2,272,r,MCK,2021_Nov_23_1444,2020.2.5,bodymapST2,59.982389148174455,['Left Leg'],
stimuli/orders/stimOrder9.xlsx,3,0,0,0,0,0,0,0,0,,,,,,,88.0273333999794,88.0273333999794,None,space,15.340059900190681,88.0273333999794,None,103.39424839988351,space,1.6532935998402536,103.39424839988351,None,124.42808269988745,126.42764659994282,124.42808269988745,126.42764659994282,126.42764659994282,None,,,,,,,,,,,,,1,M,2,272,r,MCK,2021_Nov_23_1444,2020.2.5,bodymapST2,59.982389148174455,['Left Leg'],
stimuli/orders/stimOrder9.xlsx,3,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,189.42834819993004,191.42841539997607,189.42834819993004,191.42841539997607,191.41149749979377,189.42834819993004,,,,,,,,,,,,,1,M,2,272,r,MCK,2021_Nov_23_1444,2020.2.5,bodymapST2,59.982389148174455,['Left Leg'],
stimuli/orders/stimOrder9.xlsx,3,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,254.4121136998292,256.4122802999336,254.4121136998292,256.4122802999336,256.39534159982577,254.4121136998292,,,,,,,,,,,,,1,M,2,272,r,MCK,2021_Nov_23_1444,2020.2.5,bodymapST2,59.982389148174455,['Left Leg'],
stimuli/orders/stimOrder9.xlsx,3,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,306.3959331999067,308.396070699906,306.3959331999067,308.396070699906,308.3790900998283,306.3959331999067,,,,,,,,,,,,,1,M,2,272,r,MCK,2021_Nov_23_1444,2020.2.5,bodymapST2,59.982389148174455,['Left Leg'],
stimuli/orders/stimOrder9.xlsx,3,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,,,,,332.37970349984244,334.3796623998787,332.37970349984244,334.3796623998787,334.36262619984336,332.37970349984244,,,,,,,,,,,,,1,M,2,272,r,MCK,2021_Nov_23_1444,2020.2.5,bodymapST2,59.982389148174455,['Left Leg'],
stimuli/orders/stimOrder9.xlsx,3,0,0,0,0,0,18,18,18,,,,,,,,,,,,,,,,,,,358.3796494998969,360.37977509992197,358.3796494998969,360.37977509992197,360.362834099913,None,,,,,,,,,,,,,1,M,2,272,r,MCK,2021_Nov_23_1444,2020.2.5,bodymapST2,59.982389148174455,['Left Leg'],
stimuli/orders/stimOrder9.xlsx,3,0,0,0,0,0,19,19,19,,,,,,,,,,,,,,,,,,,371.3630975999404,373.3632371998392,371.3630975999404,373.3632371998392,373.34627189999446,371.3630975999404,,,,,,,,,,,,,1,M,2,272,r,MCK,2021_Nov_23_1444,2020.2.5,bodymapST2,59.982389148174455,['Left Leg'],
stimuli/orders/stimOrder9.xlsx,3,0,0,0,0,0,21,21,21,,,,,,,,,,,,,,,,,,,397.3465195999015,399.34677769988775,397.3465195999015,399.34677769988775,399.3298233000096,397.3465195999015,,,,,,,,,,,,,1,M,2,272,r,MCK,2021_Nov_23_1444,2020.2.5,bodymapST2,59.982389148174455,['Left Leg'],
stimuli/orders/stimOrder9.xlsx,3,0,0,0,0,0,22,22,22,,,,,,,,,,,,,,,,,,,410.3300454998389,412.33022569981404,410.3300454998389,412.33022569981404,412.313243499957,410.3300454998389,,,,,,,,,,,,,1,M,2,272,r,MCK,2021_Nov_23_1444,2020.2.5,bodymapST2,59.982389148174455,['Left Leg'],
stimuli/orders/stimOrder9.xlsx,3,0,0,0,0,0,24,24,24,,,,,,,,,,,,,,,,,,,436.3302972000092,438.33039729995653,436.3302972000092,438.33039729995653,438.31345059978776,None,,,,,,,,,,,,,1,M,2,272,r,MCK,2021_Nov_23_1444,2020.2.5,bodymapST2,59.982389148174455,['Left Leg'],
stimuli/orders/stimOrder9.xlsx,3,0,0,0,0,0,26,26,26,,,,,,,,,,,,,,,,,,,462.313871699851,464.31393909989856,462.313871699851,464.31393909989856,464.29700189991854,462.313871699851,,,,,,,,,,,,,1,M,2,272,r,MCK,2021_Nov_23_1444,2020.2.5,bodymapST2,59.982389148174455,['Left Leg'],
stimuli/orders/stimOrder9.xlsx,3,0,0,0,0,0,35,35,35,,,,,,,,,,,,,,,,,,,579.2980773998424,581.2982123999391,579.2980773998424,581.2982123999391,581.281270199921,579.2980773998424,,,,,,,,,,,,,1,M,2,272,r,MCK,2021_Nov_23_1444,2020.2.5,bodymapST2,59.982389148174455,['Left Leg'],
stimuli/orders/stimOrder9.xlsx,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,631.2816958997864,631.2816958997864,-29.01234567901234,645.2865564101376,,,,,,,,,,,1,M,2,272,r,MCK,2021_Nov_23_1444,2020.2.5,bodymapST2,59.982389148174455,['Left Leg'],
