	repetition	body_site	temperature	pain	intensity	tolerance
0	1	Right Leg	48.0	1.0	41.2962962962963	1.0
1	2	Right Leg	48.5	1.0	40.98765432098765	1.0
2	3	Right Leg	48.5	1.0	38.95061728395062	1.0
3	4	Right Leg	48.5	1.0	38.45679012345679	1.0
4	5	Right Leg	48.5	1.0	38.7037037037037	1.0
5	6	Right Leg	48.5	1.0	40.18518518518518	1.0
6	7	Right Leg	48.5	1.0	37.28395061728395	1.0
7	1	Chest	48.0	1.0	35.80246913580247	1.0
8	2	Chest	48.5	1.0	36.11111111111111	1.0
9	3	Chest	48.5	1.0	36.60493827160494	1.0
10	4	Chest	48.5	1.0	36.7283950617284	1.0
11	5	Chest	48.5	1.0	35.80246913580247	1.0
12	6	Chest	48.5	1.0	36.41975308641975	1.0
13	7	Chest	48.5	1.0	36.66666666666667	1.0
14	1	Left Face	48.0	1.0	33.45679012345679	1.0
15	2	Left Face	48.5	1.0	32.59259259259259	1.0
16	3	Left Face	48.5	1.0	32.34567901234568	1.0
17	4	Left Face	48.5	1.0	30.49382716049383	1.0
18	5	Left Face	48.5	1.0	30.864197530864196	1.0
19	6	Left Face	48.5	1.0	30.185185185185187	1.0
20	7	Left Face	48.5	1.0	30.185185185185187	1.0
21	1	Left Leg	48.0	1.0	34.69135802469136	1.0
22	2	Left Leg	48.5	1.0	36.23456790123456	1.0
23	3	Left Leg	48.5	1.0	36.66666666666667	1.0
24	4	Left Leg	48.5	1.0	36.2962962962963	1.0
25	5	Left Leg	48.5	1.0	32.77777777777778	1.0
26	6	Left Leg	48.5	1.0	36.41975308641975	1.0
27	7	Left Leg	48.5	1.0	34.81481481481482	1.0
