	onset	duration	intensity	bodySite	temperature	condition	pretrial-jitter
0	2.774022400000831	5.009421299997484		Left Arm	49.0	Pre-Regulated Experience Instruction	
1	10.81849350000266	12.96339070002432		Left Arm	49.0	Pre-Regulated Experience Phase	3.0
2	30.786143900011666	5.012611399986781	49.25925925925927	Left Arm	49.0	Intensity Rating	7.0
3	38.824965500010876	12.967415599996457		Left Arm	49.0	Pre-Regulated Experience Phase	3.0
4	58.803002200002084	5.012562799995067	47.46913580246914	Left Arm	49.0	Intensity Rating	7.0
5	66.87028740000096	12.943984699988505		Left Arm	49.0	Pre-Regulated Experience Phase	3.0
6	82.82000810001045	5.01223699998809	42.34567901234568	Left Arm	49.0	Intensity Rating	3.0
7	94.8724016000051	12.973486000002595		Left Arm	49.0	Pre-Regulated Experience Phase	7.0
8	112.85303060000297	5.013357699965127	37.28395061728395	Left Arm	49.0	Intensity Rating	5.0
9	122.91207650001161	12.944629699981306		Left Arm	49.0	Pre-Regulated Experience Phase	5.0
10	140.87005769999814	5.013045699975919	36.91358024691358	Left Arm	49.0	Intensity Rating	5.0
11	150.9149362000171	12.956035900017014		Left Arm	49.0	Pre-Regulated Experience Phase	5.0
12	166.88708179999958	5.012774700007867	37.53086419753087	Left Arm	49.0	Intensity Rating	3.0
13	178.9691725000157	12.931235999974888		Left Arm	49.0	Pre-Regulated Experience Phase	7.0
14	196.90418169999612	5.012447999994038	37.22222222222222	Left Arm	49.0	Intensity Rating	5.0
15	206.95130210000207	12.950817600038135		Left Arm	49.0	Pre-Regulated Experience Phase	5.0
16	226.92115629999898	5.012155000003986	36.91358024691358	Left Arm	49.0	Intensity Rating	7.0
17	235.00197300000582	12.933252500020899		Left Arm	49.0	Pre-Regulated Experience Phase	3.0
18	250.93817150001996	5.011849299975438	37.407407407407405	Left Arm	49.0	Intensity Rating	3.0
19	262.9799047000124	12.961150699993595		Left Arm	49.0	Pre-Regulated Experience Phase	7.0
20	282.9552016000089	5.01168789996882	39.93827160493827	Left Arm	49.0	Intensity Rating	7.0
21	291.0133221000142	12.961484499974176		Left Arm	49.0	Pre-Regulated Experience Phase	3.0
22	310.9882438000059	5.01277490000939	41.72839506172839	Left Arm	49.0	Intensity Rating	7.0
23	319.0430841000052	12.952382200019201		Left Arm	49.0	Pre-Regulated Experience Phase	3.0
24	335.005236099998	5.012499399977969	41.172839506172835	Left Arm	49.0	Intensity Rating	3.0
25	347.0617962999968	12.948696900013601		Left Arm	49.0	Pre-Regulated Experience Phase	7.0
26	365.0222391000134	5.012223300000187	39.81481481481482	Left Arm	49.0	Intensity Rating	5.0
27	375.0855826000043	12.934911800024565		Left Arm	49.0	Pre-Regulated Experience Phase	5.0
28	395.03728650000994	5.015889599977527	39.44444444444444	Left Arm	49.0	Intensity Rating	7.0
29	403.10507230000803	12.946364999981597		Left Arm	49.0	Pre-Regulated Experience Phase	3.0
30	419.05627440000535	5.011603799997829	40.06172839506172	Left Arm	49.0	Intensity Rating	3.0
31	431.13183180001215	12.943295300006866		Left Arm	49.0	Pre-Regulated Experience Phase	7.0
32	447.08931810001377	5.012736299977405	45.24691358024691	Left Arm	49.0	Intensity Rating	3.0
33	Comfort Rating:	30.370370370370352					
34	Valence Rating:	69.13580246913583					
35	Intensity Rating:	85.74074074074073					
36	Pain Avoidance Rating:	69.32098765432099					
37	Body Relaxation Rating:	100.0					
38	TaskAttention Rating:	100.0					
39	Pain Boredomance Rating:	43.7037037037037					
40	Pain Alertnessance Rating:	78.27160493827162					
41	Positive Thoughts Rating:	-58.27160493827161					
42	Negative Thoughts Rating:	28.271604938271622					
43	Self-Thoughts Rating:	0.8641975308642031					
44	Other People Thoughts Rating:	43.580246913580226					
45	Clear and Vivid Imagery Rating:	0.0					
46	Presentness Thoughts Rating:	76.54320987654319					
