runSeq,trial_type,runLoop.thisRepN,runLoop.thisTrialN,runLoop.thisN,runLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Begin.started,Begin.stopped,BeginTask.keys,BeginTask.rt,BeginTask.started,BeginTask.stopped,BodySiteInstructionText.started,BodySiteImg.started,BodySiteImg.stopped,BodySiteInstructionRead.keys,BodySiteInstructionRead.rt,BodySiteInstructionRead.started,BodySiteInstructionRead.stopped,ImagineInstructionText.started,ImaginationInstructionRead.keys,ImaginationInstructionRead.rt,ImaginationInstructionRead.started,ImaginationInstructionRead.stopped,BodySiteCue.started,BodySiteCue.stopped,NonStimTrialText.started,NonStimTrialText.stopped,fix_cross.started,fix_cross.stopped,ValenceRating.response,ValenceRating.rt,ValenceRating.started,ValenceRating.stopped,IntensityRating.response,IntensityRating.rt,IntensityRating.started,IntensityRating.stopped,ComfortRating.response,ComfortRating.rt,ComfortRating.started,ComfortRating.stopped,EndingText.started,EndingText.stopped,ConfirmEnd.keys,ConfirmEnd.rt,ConfirmEnd.started,ConfirmEnd.stopped,subject number,gender,bodymap first- or second-half (1 or 2),session,handedness,scanner,date,psychopyVersion,expName,frameRate,body_site_order,
,,,,,,,,,,22.010789099993417,None,space,8.547033499984536,22.010789099993417,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,M,1,34,r,MCK,2022_Jan_14_1359,2020.2.5,bodymapST1,59.981525692560936,"['Right Leg', 'Left Arm', 'Right Face', 'Chest']",
stimuli/orders/stimOrder5.xlsx,3,0,0,0,2,0,0,0,0,,,,,,,30.65999089999241,30.65999089999241,None,space,550.625669800007,30.65999089999241,None,581.3141531999863,space,87.54704959999071,581.3141531999863,None,683.0314442999952,685.0317707000067,683.0314442999952,685.0317707000067,685.0149443999981,None,,,,,,,,,,,,,,,,,,,1,M,1,34,r,MCK,2022_Jan_14_1359,2020.2.5,bodymapST1,59.981525692560936,"['Right Leg', 'Left Arm', 'Right Face', 'Chest']",
stimuli/orders/stimOrder5.xlsx,3,0,0,0,2,0,2,2,2,,,,,,,,,,,,,,,,,,,709.0153783999849,711.0154713999946,709.0153783999849,711.0154713999946,710.9984754000034,709.0153783999849,,,,,,,,,,,,,,,,,,,1,M,1,34,r,MCK,2022_Jan_14_1359,2020.2.5,bodymapST1,59.981525692560936,"['Right Leg', 'Left Arm', 'Right Face', 'Chest']",
stimuli/orders/stimOrder5.xlsx,3,0,0,0,2,0,7,7,7,,,,,,,,,,,,,,,,,,,773.9993183999904,775.9993113999953,773.9993183999904,775.9993113999953,775.9823200000101,773.9993183999904,,,,,,,,,,,,,,,,,,,1,M,1,34,r,MCK,2022_Jan_14_1359,2020.2.5,bodymapST1,59.981525692560936,"['Right Leg', 'Left Arm', 'Right Face', 'Chest']",
stimuli/orders/stimOrder5.xlsx,3,0,0,0,2,0,11,11,11,,,,,,,,,,,,,,,,,,,825.9828468000051,827.9831082999881,825.9828468000051,827.9831082999881,827.9660460999876,825.9828468000051,,,,,,,,,,,,,,,,,,,1,M,1,34,r,MCK,2022_Jan_14_1359,2020.2.5,bodymapST1,59.981525692560936,"['Right Leg', 'Left Arm', 'Right Face', 'Chest']",
stimuli/orders/stimOrder5.xlsx,3,0,0,0,2,0,13,13,13,,,,,,,,,,,,,,,,,,,851.9664745999908,853.9665755000024,851.9664745999908,853.9665755000024,853.9495912999846,851.9664745999908,,,,,,,,,,,,,,,,,,,1,M,1,34,r,MCK,2022_Jan_14_1359,2020.2.5,bodymapST1,59.981525692560936,"['Right Leg', 'Left Arm', 'Right Face', 'Chest']",
stimuli/orders/stimOrder5.xlsx,3,0,0,0,2,0,16,16,16,,,,,,,,,,,,,,,,,,,890.9499677999993,892.950239400001,890.9499677999993,892.950239400001,892.9332192000002,890.9499677999993,,,,,,,,,,,,,,,,,,,1,M,1,34,r,MCK,2022_Jan_14_1359,2020.2.5,bodymapST1,59.981525692560936,"['Right Leg', 'Left Arm', 'Right Face', 'Chest']",
stimuli/orders/stimOrder5.xlsx,3,0,0,0,2,0,20,20,20,,,,,,,,,,,,,,,,,,,942.9339774999826,944.9339383000042,942.9339774999826,944.9339383000042,944.9169496000104,942.9339774999826,,,,,,,,,,,,,,,,,,,1,M,1,34,r,MCK,2022_Jan_14_1359,2020.2.5,bodymapST1,59.981525692560936,"['Right Leg', 'Left Arm', 'Right Face', 'Chest']",
stimuli/orders/stimOrder5.xlsx,3,0,0,0,2,0,25,25,25,,,,,,,,,,,,,,,,,,,1007.9176824000024,1009.9178084000014,1007.9176824000024,1009.9178084000014,1009.9007996,1007.9176824000024,,,,,,,,,,,,,,,,,,,1,M,1,34,r,MCK,2022_Jan_14_1359,2020.2.5,bodymapST1,59.981525692560936,"['Right Leg', 'Left Arm', 'Right Face', 'Chest']",
stimuli/orders/stimOrder5.xlsx,3,0,0,0,2,0,31,31,31,,,,,,,,,,,,,,,,,,,1085.901609499997,1087.9017590000003,1085.901609499997,1087.9017590000003,1087.8847288000106,1085.901609499997,,,,,,,,,,,,,,,,,,,1,M,1,34,r,MCK,2022_Jan_14_1359,2020.2.5,bodymapST1,59.981525692560936,"['Right Leg', 'Left Arm', 'Right Face', 'Chest']",
stimuli/orders/stimOrder5.xlsx,3,0,0,0,2,0,33,33,33,,,,,,,,,,,,,,,,,,,1111.885168799985,1113.885271999985,1111.885168799985,1113.885271999985,1113.868255599984,1111.885168799985,,,,,,,,,,,,,,,,,,,1,M,1,34,r,MCK,2022_Jan_14_1359,2020.2.5,bodymapST1,59.981525692560936,"['Right Leg', 'Left Arm', 'Right Face', 'Chest']",
stimuli/orders/stimOrder5.xlsx,3,0,0,0,2,0,34,34,34,,,,,,,,,,,,,,,,,,,1124.8685700999922,1126.8686926999944,1124.8685700999922,1126.8686926999944,1126.8516971000063,1124.8685700999922,,,,,,,,,,,,,,,,,,,1,M,1,34,r,MCK,2022_Jan_14_1359,2020.2.5,bodymapST1,59.981525692560936,"['Right Leg', 'Left Arm', 'Right Face', 'Chest']",
stimuli/orders/stimOrder5.xlsx,3,0,0,0,2,0,39,39,39,,,,,,,,,,,,,,,,,,,1189.852456099994,1191.8525739999895,1189.852456099994,1191.8525739999895,1191.8355296000082,1189.852456099994,,,,,,,,,,,,,,,,,,,1,M,1,34,r,MCK,2022_Jan_14_1359,2020.2.5,bodymapST1,59.981525692560936,"['Right Leg', 'Left Arm', 'Right Face', 'Chest']",
stimuli/orders/stimOrder5.xlsx,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.827160493827165,1207.925507769949,,,,,,,,,,,,,,,,,1,M,1,34,r,MCK,2022_Jan_14_1359,2020.2.5,bodymapST1,59.981525692560936,"['Right Leg', 'Left Arm', 'Right Face', 'Chest']",
stimuli/orders/stimOrder5.xlsx,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01328883002861403,None,27.77777777777778,1211.6244844699686,,,,,,,,,,,,,1,M,1,34,r,MCK,2022_Jan_14_1359,2020.2.5,bodymapST1,59.981525692560936,"['Right Leg', 'Left Arm', 'Right Face', 'Chest']",
stimuli/orders/stimOrder5.xlsx,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014338630018755794,None,63.27160493827161,1215.9745366699935,,,,,,,,,1,M,1,34,r,MCK,2022_Jan_14_1359,2020.2.5,bodymapST1,59.981525692560936,"['Right Leg', 'Left Arm', 'Right Face', 'Chest']",
stimuli/orders/stimOrder3.xlsx,3,0,1,1,1,0,4,4,4,,,,,,,1227.9360508999962,1227.9360508999962,None,space,179.30960879998747,1227.9360508999962,None,,,,,,1473.1044993000105,1475.104574900004,1473.1044993000105,1475.104574900004,1475.0877315999824,1473.1044993000105,,,,,,,,,,,0.01433762998203747,None,,,,,,,1,M,1,34,r,MCK,2022_Jan_14_1359,2020.2.5,bodymapST1,59.981525692560936,"['Right Leg', 'Left Arm', 'Right Face', 'Chest']",
